# ----------------------------------------
# Facebook Swarm NLP
# Pages
# 20110301-20111108
# ----------------------------------------

Page	Pageviews	Unique Pageviews	Avg. Time on Page	Bounce Rate	% Exit
/users/1289912238	36	26	00:05:55	0.00%	16.67%
/users/1598514916	36	25	00:05:01	0.00%	27.78%
/users/SebiithaVlShoota	36	23	00:07:07	0.00%	30.56%
/users/thungchoe	36	22	00:04:15	0.00%	8.33%
/users/100000594317079	35	29	00:03:07	0.00%	2.86%
/users/100001440041425	35	26	00:13:20	0.00%	28.57%
/users/100001794467329	35	34	00:02:49	0.00%	40.00%
/users/100002915102975	35	17	00:02:07	0.00%	0.00%
/users/thexrodrox	35	24	00:03:58	0.00%	42.86%
/users/axeltegar	34	27	00:02:30	0.00%	29.41%
/users/burak.zuzu	34	12	00:00:52	0.00%	11.76%
/users/JanMBauer	34	28	00:30:34	0.00%	70.59%
/users/marin.lerotic	34	28	00:00:44	0.00%	14.71%
/users/100001615976111	34	24	00:01:44	0.00%	8.82%
/users/100001860714203	34	29	00:02:42	0.00%	8.82%
/users/haackpamela	34	34	00:00:08	0.00%	0.00%
/users/andraztori	33	22	00:05:59	0.00%	30.30%
/users/100000137588881	33	23	00:04:54	0.00%	6.06%
/users/100001298605319	33	24	00:10:07	0.00%	39.39%
/users/100002035323248	33	20	00:01:21	0.00%	3.03%
/users/100002834123894	33	33	00:01:55	0.00%	3.03%
/users/594161197	33	26	00:19:23	0.00%	63.64%
/users/vivkoooooo	33	21	00:05:38	0.00%	6.06%
/users/cbouchere	33	29	00:02:21	0.00%	51.52%
/users/desoconnors	33	24	00:08:10	0.00%	21.21%
/users/1464172918	33	29	00:03:26	0.00%	3.03%
/users/Camp.Lao.biology	32	9	00:04:54	0.00%	9.38%
/users/carodiabla	32	32	00:06:48	0.00%	28.12%
/users/ismail.salim	32	26	00:10:10	0.00%	15.62%
/users/100000056038373	32	20	00:06:07	0.00%	0.00%
/users/100000449453072	32	20	00:03:43	0.00%	34.38%
/users/100000598877247	32	25	00:01:24	0.00%	6.25%
/users/100001864601847	32	29	00:15:47	0.00%	62.50%
/users/100001888642374	32	22	00:04:11	0.00%	12.50%
/users/marco.moretti	32	9	00:06:52	0.00%	9.38%
/users/100002270242847	32	29	00:02:18	0.00%	3.12%
/users/100002550361726	32	20	00:00:27	0.00%	6.25%
/users/cherif.farez	31	28	00:12:48	0.00%	67.74%
/users/monkeyleak	31	31	00:12:55	0.00%	64.52%
/users/100001668242179	31	21	00:03:31	0.00%	3.23%
/users/100001947998400	31	18	00:14:03	0.00%	25.81%
/users/100002102820820	31	26	00:06:03	0.00%	12.90%
/users/1012321049	31	17	00:06:48	0.00%	22.58%
/users/1579391841	31	18	00:08:17	0.00%	12.90%
/users/valentinoyeah	31	21	00:12:16	0.00%	12.90%
/users/boonyakorn.oppapornpong	31	24	00:03:27	0.00%	19.35%
/users/100000867364664	30	19	00:02:02	0.00%	20.00%
/users/100001826780674	30	26	00:03:07	0.00%	0.00%
/users/100002040759460	30	19	00:06:27	0.00%	26.67%
/users/100002142385514	30	26	00:03:36	0.00%	30.00%
/users/100002677261979	30	19	00:06:45	0.00%	10.00%
/users/rajatstarsinghal.s	30	21	00:05:52	0.00%	23.33%
/users/akyarmarket	29	22	00:05:25	0.00%	31.03%
/users/KwangNoiPharmHCU	29	20	00:03:17	0.00%	6.90%
/users/marklorenzvidad	29	4	00:00:39	0.00%	3.45%
	"125,875"	"88,691"	00:06:16	0.30%	18.89%

