# ----------------------------------------
# Twitter Swarm NLP
# Top Events
# 20110501-20111112
# ----------------------------------------

Event Action	Total Events	Unique Events	Event Value	Avg. Value
http://dbpedia.org/resource/Google_Maps	17	14	"904,283,444,099,633,152"	"53,193,143,770,566,656.00"
http://dbpedia.org/resource/Iran	17	16	"1,145,561,641,750,204,416"	"67,385,978,926,482,616.00"
http://dbpedia.org/resource/Iron_Lady	17	2	"36,507,221,999"	"2,147,483,647.00"
http://dbpedia.org/resource/JSON	17	14	"749,971,207,726,456,832"	"44,115,953,395,673,928.00"
http://dbpedia.org/resource/Julian_Assange	17	13	"36,507,221,999"	"2,147,483,647.00"
http://dbpedia.org/resource/Kim_Heechul	17	2	"2,189,078,150,739,361,792"	"128,769,302,984,668,336.00"
http://dbpedia.org/resource/La_Familia_Cosmovision	17	4	"1,416,091,355,286,315,008"	"83,299,491,487,430,288.00"
http://dbpedia.org/resource/Lenta.Ru	17	4	"1,302,491,569,296,461,824"	"76,617,151,135,085,984.00"
http://dbpedia.org/resource/Lleida	17	10	"677,398,317,391,347,712"	"39,846,959,846,549,864.00"
http://dbpedia.org/resource/Master_of_Business_Administration	17	15	"1,087,856,277,181,501,440"	"63,991,545,716,558,912.00"
http://dbpedia.org/resource/News	17	17	"1,243,774,802,764,062,720"	"73,163,223,692,003,696.00"
http://dbpedia.org/resource/Research_In_Motion	17	14	"487,082,590,156,156,928"	"28,651,917,068,009,232.00"
http://dbpedia.org/resource/S.S.C._Napoli	17	14	"219,592,726,671,544,320"	"12,917,219,215,973,196.00"
http://dbpedia.org/resource/Smartphone	17	15	"781,626,516,660,211,712"	"45,978,030,391,777,160.00"
http://dbpedia.org/resource/Spagna	17	13	"206,484,088,830,574,560"	"12,146,122,872,386,738.00"
http://dbpedia.org/resource/Sunderland_A.F.C.	17	5	"338,320,803,592,839,168"	"19,901,223,740,755,244.00"
http://dbpedia.org/resource/BBC_News	16	11	"231,107,300,914,647,040"	"14,444,206,307,165,440.00"
http://dbpedia.org/resource/East_Croydon_station	16	1	"1,569,318,346,931,965,952"	"98,082,396,683,247,872.00"
http://dbpedia.org/resource/Gaza	16	14	"466,665,401,750,167,552"	"29,166,587,609,385,472.00"
http://dbpedia.org/resource/Hamburg	16	15	"786,365,404,704,337,920"	"49,147,837,794,021,120.00"
http://dbpedia.org/resource/Henry_Cooper	16	3	"34,359,738,352"	"2,147,483,647.00"
http://dbpedia.org/resource/Hotel	16	12	"859,254,865,188,028,416"	"53,703,429,074,251,776.00"
http://dbpedia.org/resource/Intel_Corporation	16	10	"299,660,334,716,063,744"	"18,728,770,919,753,984.00"
http://dbpedia.org/resource/Linux	16	9	"299,519,573,269,815,296"	"18,719,973,329,363,456.00"
http://dbpedia.org/resource/Love	16	14	"1,197,245,446,902,591,488"	"74,827,840,431,411,968.00"
http://dbpedia.org/resource/Luck	16	14	"730,631,171,948,220,416"	"45,664,448,246,763,776.00"
http://dbpedia.org/resource/Mobile_phone	16	11	"341,127,357,492,776,960"	"21,320,459,843,298,560.00"
http://dbpedia.org/resource/Reus	16	11	"575,710,495,396,126,720"	"35,981,905,962,257,920.00"
http://dbpedia.org/resource/South_Korea	16	11	"1,192,425,479,011,147,776"	"74,526,592,438,196,736.00"
http://dbpedia.org/resource/Sport_Club_Internacional	16	12	"1,277,361,281,100,910,592"	"79,835,080,068,806,912.00"
http://dbpedia.org/resource/Sudan	16	13	"133,421,594,574,987,248"	"8,338,849,660,936,703.00"
http://dbpedia.org/resource/Texas	16	14	"839,657,895,884,800,000"	"52,478,618,492,800,000.00"
http://dbpedia.org/resource/Yahoo%21	16	9	"1,788,628,701,309,657,088"	"111,789,293,831,853,568.00"
http://dbpedia.org/resource/Al_Arabiya	15	12	"228,203,205,069,398,016"	"15,213,547,004,626,534.00"
http://dbpedia.org/resource/AT&T	15	11	"683,115,431,297,089,536"	"45,541,028,753,139,304.00"
http://dbpedia.org/resource/Bad_Teacher	15	2	"32,212,254,705"	"2,147,483,647.00"
http://dbpedia.org/resource/FIFA	15	10	"697,268,138,169,647,104"	"46,484,542,544,643,144.00"
http://dbpedia.org/resource/Florida	15	12	"884,975,077,837,291,520"	"58,998,338,522,486,104.00"
http://dbpedia.org/resource/Groupon	15	12	"487,574,169,815,916,544"	"32,504,944,654,394,436.00"
http://dbpedia.org/resource/Halloween	15	8	"1,831,823,432,788,856,832"	"122,121,562,185,923,792.00"
http://dbpedia.org/resource/Hitler_Youth	15	2	"1,434,179,809,241,473,024"	"95,611,987,282,764,864.00"
http://dbpedia.org/resource/Jonathan_Rhys_Meyers	15	1	"32,212,254,705"	"2,147,483,647.00"
http://dbpedia.org/resource/Korea	15	9	"1,081,445,377,385,914,368"	"72,096,358,492,394,288.00"
http://dbpedia.org/resource/Mark_Zuckerberg	15	11	"106,161,869,814,890,480"	"7,077,457,987,659,365.00"
http://dbpedia.org/resource/Microdata	15	8	"32,212,254,705"	"2,147,483,647.00"
http://dbpedia.org/resource/Motorola	15	14	"547,928,232,503,693,312"	"36,528,548,833,579,552.00"
http://dbpedia.org/resource/Newcastle_upon_Tyne	15	1	"1,966,648,205,951,074,304"	"131,109,880,396,738,288.00"
http://dbpedia.org/resource/Nicolas_Sarkozy	15	14	"1,213,532,918,867,501,056"	"80,902,194,591,166,736.00"
http://dbpedia.org/resource/Paese	15	14	"446,355,264,611,348,480"	"29,757,017,640,756,564.00"
http://dbpedia.org/resource/Rafael_Nadal	15	9	"235,205,113,302,773,760"	"15,680,340,886,851,584.00"
http://dbpedia.org/resource/Starbucks	15	11	"654,766,139,025,170,432"	"43,651,075,935,011,360.00"
http://dbpedia.org/resource/Tokyo	15	14	"479,839,938,557,812,736"	"31,989,329,237,187,516.00"
http://dbpedia.org/resource/Alessandro_Del_Piero	14	1	"1,773,124,472,318,840,832"	"126,651,748,022,774,352.00"
http://dbpedia.org/resource/Analytics	14	11	"1,329,631,747,257,208,832"	"94,973,696,232,657,776.00"
http://dbpedia.org/resource/Apple_Store	14	9	"681,737,647,798,673,408"	"48,695,546,271,333,816.00"
http://dbpedia.org/resource/Arnoldo_Mondadori_Editore	14	7	"95,849,812,938,858,480"	"6,846,415,209,918,463.00"
http://dbpedia.org/resource/Asia	14	12	"1,149,374,845,714,522,112"	"82,098,203,265,323,008.00"
http://dbpedia.org/resource/Cisco_Systems	14	13	"706,551,608,930,758,656"	"50,467,972,066,482,760.00"
http://dbpedia.org/resource/Corriere_della_Sera	14	12	"779,800,838,507,765,760"	"55,700,059,893,411,840.00"
http://dbpedia.org/resource/Crowd	14	4	"1,370,330,226,841,350,144"	"97,880,730,488,667,872.00"
http://dbpedia.org/resource/Data_center	14	14	"906,569,336,486,948,864"	"64,754,952,606,210,632.00"
http://dbpedia.org/resource/Federal_Bureau_of_Investigation	14	11	"596,286,270,507,667,456"	"42,591,876,464,833,392.00"
http://dbpedia.org/resource/Frankie_Boyle	14	2	"30,064,771,058"	"2,147,483,647.00"
http://dbpedia.org/resource/Girona	14	10	"772,572,227,136,704,512"	"55,183,730,509,764,608.00"
http://dbpedia.org/resource/Here!	14	2	"1,551,787,595,457,605,632"	"110,841,971,104,114,688.00"
http://dbpedia.org/resource/I_Will_Follow	14	6	"584,732,076,273,201,152"	"41,766,576,876,657,224.00"
http://dbpedia.org/resource/Iceland	14	9	"405,310,310,665,728,000"	"28,950,736,476,123,428.00"
http://dbpedia.org/resource/IPod	14	13	"575,548,916,306,186,240"	"41,110,636,879,013,304.00"
http://dbpedia.org/resource/Joe_Frazier	14	1	"1,873,687,414,939,926,528"	"133,834,815,352,851,888.00"
http://dbpedia.org/resource/Karachi	14	2	"1,689,739,694,664,552,448"	"120,695,692,476,039,456.00"
http://dbpedia.org/resource/Keywords	14	10	"768,213,048,632,459,264"	"54,872,360,616,604,232.00"
http://dbpedia.org/resource/Lambda_4S	14	9	"1,717,298,007,346,356,224"	"122,664,143,381,882,592.00"
http://dbpedia.org/resource/List_of_supporting_Harry_Potter_characters	14	1	"30,064,771,058"	"2,147,483,647.00"
http://dbpedia.org/resource/Los_Angeles	14	12	"197,525,701,753,327,616"	"14,108,978,696,666,258.00"
http://dbpedia.org/resource/Multi-level_marketing	14	3	"30,064,771,058"	"2,147,483,647.00"
http://dbpedia.org/resource/Nord_(French_department)	14	12	"413,432,154,249,773,056"	"29,530,868,160,698,076.00"
http://dbpedia.org/resource/Question	14	11	"838,046,425,350,705,152"	"59,860,458,953,621,800.00"
http://dbpedia.org/resource/Quora	14	10	"30,064,771,058"	"2,147,483,647.00"
http://dbpedia.org/resource/Selena_Gomez	14	4	"133,585,239,548,231,664"	"9,541,802,824,873,690.00"
http://dbpedia.org/resource/Tumblr	14	8	"1,522,755,063,970,156,544"	"108,768,218,855,011,184.00"
http://dbpedia.org/resource/Wale_(rapper)	14	8	"1,478,057,825,369,182,208"	"105,575,558,954,941,584.00"
http://dbpedia.org/resource/Academy_Award	13	7	"216,431,048,589,058,048"	"16,648,542,199,158,312.00"
http://dbpedia.org/resource/Adnkronos	13	9	"1,362,822,388,183,048,192"	"104,832,491,398,696,016.00"
http://dbpedia.org/resource/AnnoZero	13	2	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/Beach	13	1	"1,551,670,569,498,050,560"	"119,359,274,576,773,120.00"
http://dbpedia.org/resource/Bologna	13	11	"121,575,837,664,415,728"	"9,351,987,512,647,364.00"
http://dbpedia.org/resource/Book	13	10	"493,978,788,121,174,016"	"37,998,368,317,013,384.00"
http://dbpedia.org/resource/Brand	13	11	"974,249,395,968,114,688"	"74,942,261,228,316,512.00"
http://dbpedia.org/resource/Compact_Disc	13	12	"542,045,310,630,391,808"	"41,695,793,125,414,752.00"
http://dbpedia.org/resource/Data	13	12	"621,869,252,341,280,768"	"47,836,096,333,944,672.00"
http://dbpedia.org/resource/Domain_name	13	8	"195,986,435,554,410,464"	"15,075,879,658,031,574.00"
http://dbpedia.org/resource/Donghae_(entertainer)	13	6	"1,667,195,928,972,083,200"	"128,245,840,690,160,240.00"
http://dbpedia.org/resource/EBay	13	13	"423,062,292,419,616,768"	"32,543,253,263,047,444.00"
http://dbpedia.org/resource/Film	13	11	"968,416,190,488,702,976"	"74,493,553,114,515,616.00"
http://dbpedia.org/resource/Flickr	13	12	"418,791,703,966,142,464"	"32,214,746,458,934,036.00"
http://dbpedia.org/resource/Genoa	13	9	"658,955,205,753,118,720"	"50,688,861,981,009,136.00"
http://dbpedia.org/resource/Germania	13	12	"327,678,901,843,554,304"	"25,206,069,372,581,100.00"
http://dbpedia.org/resource/International_Monetary_Fund	13	9	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/MTV	13	13	"739,126,730,174,685,184"	"56,855,902,321,129,632.00"
http://dbpedia.org/resource/News_Corporation	13	9	"403,203,638,010,884,096"	"31,015,664,462,375,700.00"
http://dbpedia.org/resource/Open_science_data	13	10	"637,973,127,259,398,144"	"49,074,855,943,030,624.00"
http://dbpedia.org/resource/Order_of_the_Phoenix_(organisation)	13	2	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/People_%281964_song%29	13	8	"1,161,884,351,732,199,424"	"89,375,719,364,015,344.00"
http://dbpedia.org/resource/Philip_Roth	13	4	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/Portable_Document_Format	13	12	"583,791,653,166,034,944"	"44,907,050,243,541,152.00"
http://dbpedia.org/resource/Rome	13	11	"627,899,397,107,924,992"	"48,299,953,623,686,536.00"
http://dbpedia.org/resource/Samsung_Galaxy_S	13	7	"93,653,389,233,238,000"	"7,204,106,864,095,231.00"
http://dbpedia.org/resource/Sarah_Palin	13	10	"99,751,242,691,129,328"	"7,673,172,514,702,256.00"
http://dbpedia.org/resource/Semtech	13	6	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/T-Mobile	13	11	"473,790,040,746,024,960"	"36,445,387,749,694,224.00"
http://dbpedia.org/resource/Time_(disambiguation)	13	12	"1,048,229,850,870,120,448"	"80,633,065,451,547,728.00"
http://dbpedia.org/resource/Tripoli	13	10	"318,052,414,421,090,304"	"24,465,570,340,083,868.00"
http://dbpedia.org/resource/Wallpaper_(magazine)	13	12	"93,679,843,362,873,328"	"7,206,141,797,144,102.00"
http://dbpedia.org/resource/Warren_Buffett	13	5	"27,917,287,411"	"2,147,483,647.00"
http://dbpedia.org/resource/Backlink	12	7	"632,163,567,085,084,672"	"52,680,297,257,090,392.00"
http://dbpedia.org/resource/Bill_Gates	12	11	"225,525,645,642,579,936"	"18,793,803,803,548,328.00"
http://dbpedia.org/resource/Bob_Dylan	12	8	"191,655,649,279,750,144"	"15,971,304,106,645,846.00"
http://dbpedia.org/resource/Boxing	12	9	"401,509,468,372,107,264"	"33,459,122,364,342,272.00"
http://dbpedia.org/resource/Cancer	12	10	"520,027,235,848,585,216"	"43,335,602,987,382,104.00"
http://dbpedia.org/resource/CBS	12	10	"1,081,262,991,058,571,264"	"90,105,249,254,880,944.00"
http://dbpedia.org/resource/Central_Intelligence_Agency	12	12	"691,681,905,951,412,224"	"57,640,158,829,284,352.00"
http://dbpedia.org/resource/Chile	12	12	"679,455,536,525,893,632"	"56,621,294,710,491,136.00"
http://dbpedia.org/resource/Cosa	12	11	"190,547,849,195,552,768"	"15,878,987,432,962,730.00"
http://dbpedia.org/resource/Crowdsourcing	12	9	"919,212,550,117,335,040"	"76,601,045,843,111,248.00"
http://dbpedia.org/resource/Customer_relationship_management	12	10	"571,766,065,697,820,672"	"47,647,172,141,485,056.00"
http://dbpedia.org/resource/Gene_Simmons	12	1	"25,769,803,764"	"2,147,483,647.00"
http://dbpedia.org/resource/George_Frideric_Handel	12	3	"1,393,714,472,041,279,488"	"116,142,872,670,106,624.00"
http://dbpedia.org/resource/Giggs_(rapper)	12	1	"25,769,803,764"	"2,147,483,647.00"
http://dbpedia.org/resource/Hollywood	12	12	"785,323,158,735,335,424"	"65,443,596,561,277,952.00"
http://dbpedia.org/resource/IPod_Touch	12	11	"718,379,538,140,909,568"	"59,864,961,511,742,464.00"
http://dbpedia.org/resource/Latin_America	12	10	"303,176,637,678,510,080"	"25,264,719,806,542,508.00"
http://dbpedia.org/resource/Love_It	12	12	"783,393,175,121,084,416"	"65,282,764,593,423,704.00"
http://dbpedia.org/resource/Milk	12	7	"299,338,058,816,692,224"	"24,944,838,234,724,352.00"
http://dbpedia.org/resource/Music_video	12	12	"741,342,172,880,359,424"	"61,778,514,406,696,616.00"
http://dbpedia.org/resource/National_Basketball_Association	12	10	"488,827,310,641,270,784"	"40,735,609,220,105,896.00"
http://dbpedia.org/resource/National_Football_Conference	12	11	"322,061,958,067,408,896"	"26,838,496,505,617,408.00"
http://dbpedia.org/resource/Nifty_Corporation	12	7	"93,510,486,192,173,040"	"7,792,540,516,014,420.00"
http://dbpedia.org/resource/Nigeria	12	7	"1,192,202,946,856,988,672"	"99,350,245,571,415,728.00"
http://dbpedia.org/resource/Peru	12	11	"554,632,167,771,750,400"	"46,219,347,314,312,536.00"
http://dbpedia.org/resource/Silicon_Valley	12	12	"288,643,535,006,470,144"	"24,053,627,917,205,844.00"
http://dbpedia.org/resource/Vienna	12	9	"1,006,255,006,293,221,376"	"83,854,583,857,768,448.00"
http://dbpedia.org/resource/Washington_(U.S._state)	12	12	"402,199,888,219,627,520"	"33,516,657,351,635,628.00"
http://dbpedia.org/resource/Wii	12	7	"25,769,803,764"	"2,147,483,647.00"
http://dbpedia.org/resource/XML	12	10	"543,204,244,049,240,064"	"45,267,020,337,436,672.00"
http://dbpedia.org/resource/Albert_Einstein	11	10	"304,273,367,681,626,112"	"27,661,215,243,784,192.00"
http://dbpedia.org/resource/Alex_Ferguson	11	7	"931,239,427,950,120,960"	"84,658,129,813,647,360.00"
http://dbpedia.org/resource/ANobii	11	5	"283,136,222,661,320,704"	"25,739,656,605,574,608.00"
http://dbpedia.org/resource/Austin_Powers_(film_series)	11	1	"1,126,390,015,737,675,776"	"102,399,092,339,788,704.00"
http://dbpedia.org/resource/Austria	11	10	"396,633,844,797,181,952"	"36,057,622,254,289,272.00"
http://dbpedia.org/resource/Bank	11	5	"1,073,725,018,054,385,664"	"97,611,365,277,671,424.00"
http://dbpedia.org/resource/Breaking_news	11	11	"599,667,561,852,473,344"	"54,515,232,895,679,392.00"
http://dbpedia.org/resource/Christmas	11	9	"1,046,974,274,395,668,480"	"95,179,479,490,515,312.00"
http://dbpedia.org/resource/Condoleezza_Rice	11	1	"1,176,891,492,947,935,232"	"106,990,135,722,539,568.00"
http://dbpedia.org/resource/Dell	11	10	"312,840,146,108,428,288"	"28,440,013,282,584,388.00"
http://dbpedia.org/resource/E-book	11	10	"133,379,444,395,094,016"	"12,125,404,035,917,638.00"
http://dbpedia.org/resource/Eastern_Time_Zone	11	8	"307,975,157,178,580,992"	"27,997,741,561,689,180.00"
http://dbpedia.org/resource/El_Punt	11	7	"872,033,231,117,189,120"	"79,275,748,283,380,832.00"
http://dbpedia.org/resource/Embarrassing_Bodies	11	2	"95,591,776,081,027,072"	"8,690,161,461,911,552.00"
http://dbpedia.org/resource/Eric_Schmidt	11	8	"107,138,394,378,874,864"	"9,739,854,034,443,170.00"
http://dbpedia.org/resource/Federal_government_of_the_United_States	11	3	"1,075,166,470,999,437,312"	"97,742,406,454,494,304.00"
http://dbpedia.org/resource/French_Open	11	5	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Fujitsu	11	10	"433,658,883,962,613,760"	"39,423,534,905,692,160.00"
http://dbpedia.org/resource/Hama	11	8	"783,707,245,766,598,656"	"71,246,113,251,508,968.00"
http://dbpedia.org/resource/Hannah_Weiner	11	7	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Information_graphics	11	9	"1,192,292,102,664,699,904"	"108,390,191,151,336,352.00"
http://dbpedia.org/resource/Life	11	9	"198,404,476,011,552,768"	"18,036,770,546,504,796.00"
http://dbpedia.org/resource/Mac_OS_X	11	10	"407,007,934,225,620,992"	"37,000,721,293,238,272.00"
http://dbpedia.org/resource/Mac_OS_X_Lion	11	5	"656,034,644,857,135,104"	"59,639,513,168,830,464.00"
http://dbpedia.org/resource/MacBook	11	7	"945,889,233,213,943,808"	"85,989,930,292,176,704.00"
http://dbpedia.org/resource/Management	11	10	"666,157,598,588,559,360"	"60,559,781,689,869,032.00"
http://dbpedia.org/resource/Model-driven_engineering	11	11	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Murgia	11	2	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Northern_Ireland	11	8	"403,074,673,015,304,192"	"36,643,152,092,300,384.00"
http://dbpedia.org/resource/Palermo	11	10	"354,261,671,856,181,248"	"32,205,606,532,380,112.00"
http://dbpedia.org/resource/PHP	11	7	"940,259,679,992,307,712"	"85,478,152,726,573,424.00"
http://dbpedia.org/resource/Republic_of_Ireland	11	11	"234,878,230,975,504,384"	"21,352,566,452,318,580.00"
http://dbpedia.org/resource/Russia	11	9	"687,948,648,604,794,880"	"62,540,786,236,799,536.00"
http://dbpedia.org/resource/San_Francisco_Museum_of_Modern_Art	11	8	"382,772,023,522,799,616"	"34,797,456,683,890,876.00"
http://dbpedia.org/resource/SAP_AG	11	9	"379,774,423,034,900,480"	"34,524,947,548,627,316.00"
http://dbpedia.org/resource/SDA_Bocconi	11	9	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Selena	11	5	"132,875,550,111,973,376"	"12,079,595,464,724,852.00"
http://dbpedia.org/resource/Shinee	11	5	"250,808,875,350,237,184"	"22,800,806,850,021,564.00"
http://dbpedia.org/resource/Skin	11	8	"237,332,774,816,858,112"	"21,575,706,801,532,556.00"
http://dbpedia.org/resource/Social_media_marketing	11	11	"656,987,545,825,759,232"	"59,726,140,529,614,472.00"
http://dbpedia.org/resource/Space_Shuttle	11	8	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/Tarragona	11	8	"480,490,472,382,042,112"	"43,680,952,034,731,104.00"
http://dbpedia.org/resource/The_Open_Championship	11	5	"23,622,320,117"	"2,147,483,647.00"
http://dbpedia.org/resource/The_Real	11	11	"589,771,218,325,516,288"	"53,615,565,302,319,664.00"
http://dbpedia.org/resource/The_Washington_Post	11	9	"253,062,624,844,206,080"	"23,005,693,167,655,100.00"
http://dbpedia.org/resource/Toronto	11	9	"112,148,357,039,923,184"	"10,195,305,185,447,562.00"
http://dbpedia.org/resource/User_interface	11	10	"321,254,189,802,340,352"	"29,204,926,345,667,304.00"
http://dbpedia.org/resource/Vancouver	11	10	"106,159,566,928,097,264"	"9,650,869,720,736,114.00"
http://dbpedia.org/resource/Very_Important_Person	11	9	"516,656,526,766,264,320"	"46,968,775,160,569,480.00"
http://dbpedia.org/resource/Victoria_Cross	11	10	"104,300,569,233,080,304"	"9,481,869,930,280,028.00"
http://dbpedia.org/resource/Xbox	11	8	"95,780,684,718,809,072"	"8,707,334,974,437,188.00"
http://dbpedia.org/resource/Alcalde	10	8	"574,805,333,508,935,680"	"57,480,533,350,893,568.00"
http://dbpedia.org/resource/Arizona	10	6	"96,991,125,860,126,720"	"9,699,112,586,012,672.00"
"http://dbpedia.org/resource/Austin,_Texas"	10	9	"103,519,813,078,495,216"	"10,351,981,307,849,522.00"
http://dbpedia.org/resource/Best_Buy	10	9	"515,570,752,532,688,896"	"51,557,075,253,268,888.00"
http://dbpedia.org/resource/Central_bank	10	1	"1,062,009,124,345,413,632"	"106,200,912,434,541,360.00"
http://dbpedia.org/resource/Comune	10	10	"310,351,292,755,480,576"	"31,035,129,275,548,056.00"
http://dbpedia.org/resource/Customer	10	9	"569,608,133,426,196,480"	"56,960,813,342,619,648.00"
http://dbpedia.org/resource/Demi_Lovato	10	5	"267,940,314,617,237,504"	"26,794,031,461,723,752.00"
http://dbpedia.org/resource/Electronic_commerce	10	10	"325,658,665,200,021,504"	"32,565,866,520,002,152.00"
http://dbpedia.org/resource/Examiner	10	10	"21,474,836,470"	"2,147,483,647.00"
http://dbpedia.org/resource/Food	10	9	"967,298,515,884,662,784"	"96,729,851,588,466,272.00"
http://dbpedia.org/resource/Forbes	10	10	"563,702,519,164,481,536"	"56,370,251,916,448,152.00"
http://dbpedia.org/resource/Fukushima_Prefecture	10	9	"216,791,288,727,748,608"	"21,679,128,872,774,860.00"
http://dbpedia.org/resource/FYI	10	10	"558,133,651,020,890,112"	"55,813,365,102,089,008.00"
http://dbpedia.org/resource/Gracias	10	10	"775,875,463,818,035,200"	"77,587,546,381,803,520.00"
http://dbpedia.org/resource/Graphic_design	10	9	"266,713,912,379,195,392"	"26,671,391,237,919,540.00"
http://dbpedia.org/resource/Hosni_Mubarak	10	9	"463,164,850,697,703,424"	"46,316,485,069,770,344.00"
http://dbpedia.org/resource/Ice_cream	10	10	"686,327,472,971,382,784"	"68,632,747,297,138,280.00"
"http://dbpedia.org/resource/Joplin,_Missouri"	10	3	"21,474,836,470"	"2,147,483,647.00"
http://dbpedia.org/resource/JQuery	10	6	"95,893,121,161,891,824"	"9,589,312,116,189,182.00"
http://dbpedia.org/resource/K-pop	10	5	"1,015,347,008,599,293,952"	"101,534,700,859,929,392.00"
http://dbpedia.org/resource/Legolas	10	1	"21,474,836,470"	"2,147,483,647.00"
http://dbpedia.org/resource/LOL!_(program)	10	7	"700,783,083,603,681,280"	"70,078,308,360,368,128.00"
http://dbpedia.org/resource/Mac_OS	10	8	"295,946,550,482,739,200"	"29,594,655,048,273,920.00"
http://dbpedia.org/resource/Magical_objects_in_Harry_Potter	10	1	"21,474,836,470"	"2,147,483,647.00"
http://dbpedia.org/resource/Major	10	10	"577,292,105,761,312,768"	"57,729,210,576,131,280.00"
http://dbpedia.org/resource/Miles_per_hour	10	4	"1,028,340,333,228,900,352"	"102,834,033,322,890,032.00"
http://dbpedia.org/resource/Mobile_device	10	7	"585,878,918,545,465,344"	"58,587,891,854,546,536.00"
http://dbpedia.org/resource/Munich	10	8	"429,993,672,382,644,224"	"42,999,367,238,264,424.00"
http://dbpedia.org/resource/Museum_of_Modern_Art	10	10	"108,328,992,041,472,000"	"10,832,899,204,147,200.00"
http://dbpedia.org/resource/Muslim	10	9	"871,314,527,681,069,056"	"87,131,452,768,106,912.00"
http://dbpedia.org/resource/National_Institute_of_Statistics_(Italy)	10	8	"790,679,846,313,218,048"	"79,067,984,631,321,808.00"
http://dbpedia.org/resource/Node.js	10	8	"772,602,192,867,540,992"	"77,260,219,286,754,096.00"
http://dbpedia.org/resource/Piscina	10	9	"597,149,270,781,255,680"	"59,714,927,078,125,568.00"
http://dbpedia.org/resource/Press_release	10	10	"218,921,898,128,707,584"	"21,892,189,812,870,760.00"
http://dbpedia.org/resource/Race_and_ethnicity_in_the_United_States_Census	10	9	"610,868,058,072,432,640"	"61,086,805,807,243,264.00"
http://dbpedia.org/resource/Republic_of_China	10	8	"958,589,684,514,111,488"	"95,858,968,451,411,152.00"
http://dbpedia.org/resource/SDA_Bocconi_School_of_Management	10	9	"110,626,781,345,742,848"	"11,062,678,134,574,284.00"
http://dbpedia.org/resource/Sungmin	10	5	"1,289,986,707,530,530,816"	"128,998,670,753,053,088.00"
http://dbpedia.org/resource/Tate	10	7	"96,536,984,444,612,608"	"9,653,698,444,461,260.00"
http://dbpedia.org/resource/Tennis	10	8	"111,465,487,715,672,048"	"11,146,548,771,567,204.00"
http://dbpedia.org/resource/Test_cricket	10	10	"529,679,627,972,190,208"	"52,967,962,797,219,024.00"
http://dbpedia.org/resource/Thought	10	10	"867,894,439,023,915,008"	"86,789,443,902,391,504.00"
http://dbpedia.org/resource/Top_40	10	9	"619,880,204,563,271,680"	"61,988,020,456,327,168.00"
http://dbpedia.org/resource/Trending_topic	10	9	"560,024,089,889,767,424"	"56,002,408,988,976,744.00"
http://dbpedia.org/resource/Tunisia	10	7	"532,130,130,442,100,736"	"53,213,013,044,210,072.00"
http://dbpedia.org/resource/Turkey	10	10	"571,248,390,764,650,496"	"57,124,839,076,465,048.00"
http://dbpedia.org/resource/Typography	10	9	"94,067,548,387,147,760"	"9,406,754,838,714,776.00"
http://dbpedia.org/resource/What_Happened	10	9	"435,866,737,796,739,072"	"43,586,673,779,673,904.00"
http://dbpedia.org/resource/Wired_(magazine)	10	10	"205,415,634,484,604,928"	"20,541,563,448,460,492.00"
http://dbpedia.org/resource/Yesung	10	5	"1,289,036,946,375,757,824"	"128,903,694,637,575,776.00"
http://dbpedia.org/resource/Advertising	9	7	"752,361,643,182,985,216"	"83,595,738,131,442,800.00"
http://dbpedia.org/resource/Alan_Pardew	9	1	"1,180,088,275,181,948,928"	"131,120,919,464,660,992.00"
http://dbpedia.org/resource/Ashton_Kutcher	9	8	"347,287,752,075,005,952"	"38,587,528,008,333,992.00"
	"35,958"	"27,594"	"4,549,792,330,437,149,184"	"126,530,739,485,987.80"

